"marry.illegal_state","","Illegal state.. is someone now married?","Illegal state.. is someone now married?"
"marry.accept","","Do you want to accept this proposal?","Do you want to accept this proposal?"
"marry.proposal_message","","[], [] is now proposing to you!","[], [] is now proposing to you!"
"marry.just_why","","Just.. why?","Just.. why?"
"marry.already_married","","**[]** is already married!","**[]** is already married!"
"marry.no_polygamy","","Polygamy isn't allowed","Polygamy isn't allowed"
"marry.no_marry_bot","","You can't marry a bot, but nice try! As for me, I'll forever love Adam.","You can't marry a bot, but nice try! As for me, I'll forever love Adam."
"marry.how_to","","You can marry someone with */marry @User*!","You can marry someone with */marry @User*!"
"marry.current","","You're married to **[]**!","You're married to **[]**!"
"marry.warning","","You can divorce them with */divorce*, but be aware: if you initiate a divorce, **50%** of your money may go to the divorcé","You can divorce them with */divorce*, but be aware: if you initiate a divorce, **50%** of your money may go to the divorcé"
"unknown","","unknown","unknown"
"page","","Page []","Page []"
"top.global","","Global Money Leaderboards","Global Money Leaderboards"
"top.local","","[]'s Money Leaderboards","[]'s Money Leaderboards"
"coinflip.flipping","","Flipping a coin now..","Flipping a coin now.."
"coinflip.result","","Flipped a coin. Result: **[]**","Flipped a coin. Result: **[]**"
"coinflip.heads","","Heads","Heads"
"coinflip.tails","","Tails","Tails"
"8ball.no","","How dare you try to ask the 8-ball an empty question?","How dare you try to ask the 8-ball an empty question?"
"permission","","Hmm.. make sure I have permission to []","Hmm.. make sure I have permission to []"
"nick.permission","","change nicknames","change nicknames"
"nickme.changed","","[], your nickname is now **[]**","[], your nickname is now **[]**"
"nickme.however","","However, the generated name is **[]**","However, the generated name is **[]**"
"nickme.exception","","Unable to set your nickname. Due to Discord limitations, I cannot set the nickname of the server owner or members with a higher role than myself.","Unable to set your nickname. Due to Discord limitations, I cannot set the nickname of the server owner or members with a higher role than myself."
"ud.404","","No results found for this search query","No results found for this search query"
"ud.embed_title","","Top Urban Dictionary Definition for []","Top Urban Dictionary Definition for []"
"ud.definition","","Definition","Definition"
"ud.thumbs_up","","Thumbs Up","Thumbs Up"
"ud.thumbs_down","","Thumbs Down","Thumbs Down"
"ud.author","","Author","Author"
"ud.permalink","","Permalink","Permalink"
"translate.embed_title","","Language list | Translate","Language list | Translate"
"translate.language_list","","You can go to our [language list]([]) to see a full list of supported languages.","You can go to our [language list]([]) to see a full list of supported languages."
"translate.common","","Common languages: English (en), French (fr), Spanish (es), Russian (ru), German (de)","Common languages: English (en), French (fr), Spanish (es), Russian (ru), German (de)"
"translate.invalid_language","","You need to specify a valid language to translate to. Type **/translate list** to get a list of supported languages.","You need to specify a valid language to translate to. Type **/translate list** to get a list of supported languages."
"translate.e","","**Example**: /translate *[]*","**Example**: /translate *[]*"
"translate.response","","**Translation:** []","**Translation:** []"
"roll.rolling","","Rolling a die","Rolling a die"
"roll.result","","Rolled a []-sided die. Result: **[]**","Rolled a []-sided die. Result: **[]**"
"roll.embed_title","","Roll | []-sided die","Roll | []-sided die"
"random.specify_valid_number","","You need to specify a valid number","You need to specify a valid number"
"general.need_positive_number","","You must specify a positive number!","You must specify a positive number!"
"random.chosen_number","","Your number is: **[]**","Your number is: **[]**"
"random.chosen_option","","Your chosen option is: **[]**","Your chosen option is: **[]**"
"random.specify_valid_options","","You need to specify at least 2 options in the format: **/random options ""one"" ""two”**","You need to specify at least 2 options in the format: **/random options ""one"" ""two”**"
"invite.response","","You can invite me by going to [] - thanks for using Ardent!","You can invite me by going to [] - thanks for using Ardent!"
"patreon.response","","Want to support our work and get recognized for it? Pledge a few dollars a month at []","Want to support our work and get recognized for it? Pledge a few dollars a month at []"
"website.response","","Go to our website at []","Go to our website at []"
"support.response","","Need help? Something not working? Join our support server @ []","Need help? Something not working? Join our support server @ []"
"suggest.more_arguments","","Please send a suggestion to the Ardent team! *10 words minimum*","Please send a suggestion to the Ardent team! *10 words minimum*"
"suggest.response","","Suggestion sent! Join our server to get updates and hang out @ []","Suggestion sent! Join our server to get updates and hang out @ []"
"status.embed_title","","Status | Ardent","Status | Ardent"
"status.loaded_commands","","Loaded Commands","Loaded Commands"
"status.messages_received","","Messages Received","Messages Received"
"status.commands_received","","Commands Received","Commands Received"
"servers","","Servers","Servers"
"users","","Users","Users"
"status.loaded_music_players","","Loaded Music Players","Loaded Music Players"
"status.cpu","","CPU Usage","CPU Usage"
"status.ram","","RAM Usage","RAM Usage"
"status.uptime","","Uptime","Uptime"
"status.servers_only_bot","","Servers w/Ardent as only bot","Servers w/Ardent as only bot"
"status.website","","Website","Website"
"accept.ingame","","You can't join another game until you leave the game you're currently in","You can't join another game until you leave the game you're currently in"
"accept.need_invite","","You must be invited by the creator of a game to join!","You must be invited by the creator of a game to join!"
"games.not_creator_in_lobby","","You're not the creator of a game in lobby!","You're not the creator of a game in lobby!"
"cancel.keep_in_lobby","","I'll keep the game in lobby","I'll keep the game in lobby"
"games.current_lobby","","Current players in lobby: *[]*","Current players in lobby: *[]*"
"cancel.confirmation","","Are you sure you want to cancel your __[]__ game? Type **yes** if so or **no** if you're not sure.","Are you sure you want to cancel your __[]__ game? Type **yes** if so or **no** if you're not sure."
"decline.response","","[] declined an invite to **[]**'s game of **[]**","[] declined an invite to **[]**'s game of **[]**"
"decline.no_pending","","You don't have a pending invite to decline!","You don't have a pending invite to decline!"
"start.only_one","","You can't force start a game with only **1** person!","You can't force start a game with only **1** person!"
"gameinvite.public","","You don't need to invite people to a public game! Everyone can join","You don't need to invite people to a public game! Everyone can join"
"games.joined","","**[]** has joined **[]**'s game of []","**[]** has joined **[]**'s game of []"
"gameinvite.expired","","[], your invite to **[]**'s game has expired after [] seconds.","[], your invite to **[]**'s game has expired after [] seconds."
"gameinvite.has_invite","","You can't invite a member who already has a pending invite!","You can't invite a member who already has a pending invite!"
"gameinvite.already_in","","This person is already in a lobby or ingame!","This person is already in a lobby or ingame!"
"gameinvite.response","","[], you're being invited by [] to join a game of **[]**! Type */accept* to accept this invite and join the game or decline by typing */decline*","[], you're being invited by [] to join a game of **[]**! Type */accept* to accept this invite and join the game or decline by typing */decline*"
"gamelist.embed_title","","Games in Lobby","Games in Lobby"
"gamelist.info","","Red means that the game is in lobby, Blue if it's currently ingame","Red means that the game is in lobby, Blue if it's currently ingame"
"gamelist.no_games","","There are no games in lobby or ingame right now. Type */help games* to see a list of game commands","There are no games in lobby or ingame right now. Type */help games* to see a list of game commands"
"join.id","","You need to include a Game ID! Example: **/join #123456**","You need to include a Game ID! Example: **/join #123456**"
"join.no_game","","There's not a game in lobby with the ID of **#[]**","There's not a game in lobby with the ID of **#[]**"
"games.cant_leave_own","","You can't leave a game you've started! If you want to cancel the game, type **/cancel**","You can't leave a game you've started! If you want to cancel the game, type **/cancel**"
"games.not_in_lobby","","You're not in a game lobby!","You're not in a game lobby!"
"leavegame.response","","[], you successfully left **[]**'s game","[], you successfully left **[]**'s game"
"clear.invalid_num","","You specified an invalid number of messages to clear. Must be between 2 and 100!","You specified an invalid number of messages to clear. Must be between 2 and 100!"
"clear.no_found","","No message matching your specification was found","No message matching your specification was found"
"clear.response","","Cleared [] messages in []","Cleared [] messages in []"
"clear.no_permission","","I can't remove those messages. Please make sure I have the `Message Manage` permission!","I can't remove those messages. Please make sure I have the `Message Manage` permission!"
"general.update","","You set the [] to: **[]**\nPrevious: **[]**","You set the [] to: **[]**\nPrevious: **[]**"
"defaultrole.defaultrole","","default role","default role"
"defaultrole.footer","","If you enjoy Ardent, join our hub server! Type /hub or /support!","If you enjoy Ardent, join our hub server! Type /hub or /support!"
"defaultrole.created","","Default role created","Default role created"
"defaultrole.assigned","","Assigned **[]** members to the default role","Assigned **[]** members to the default role"
"defaultrole.creating","","Created default role **[]**. Assigning users now.. (this may take a while)","Created default role **[]**. Assigning users now.. (this may take a while)"
"defaultrole.title","","Ardent Helpers | Auto Assign","Ardent Helpers | Auto Assign"
"defaultrole.prompt","","**Ardent Helpers** > Would you like to assign members with no roles to this role?","**Ardent Helpers** > Would you like to assign members with no roles to this role?"
"general.cant_find_role","","I couldn't find a role with that name. Please try again","I couldn't find a role with that name. Please try again"
"defaultrole.warning","","I don't have the `Manage Roles` permission, so I cannot administer the default role!","I don't have the `Manage Roles` permission, so I cannot administer the default role!"
"defaultrole.defaultrole_capitalized","","Default Role","Default Role"
"general.specify_valid_command","","You need to specify a valid command. Use /help for a complete list","You need to specify a valid command. Use /help for a complete list"
"disablecommand.cannot_disable","","You cannot disable this command.","You cannot disable this command."
"disablecommand.disabled","","Disabled the **[]** command","Disabled the **[]** command"
"disablecommand.re-enable","","Re-enabled the **[]** command","Re-enabled the **[]** command"
"disablecommand.no_disabled","","This command hasn't been disabled!","This command hasn't been disabled!"
"disablemodule.title","disablecommand.title
","Disabled commands | []","Disabled commands | []"
"disablemodule.row","","**[]** - disabled *[]* by __[]__","**[]** - disabled *[]* by __[]__"
"disablemodule.already_disabled","","This module has already been disabled!","This module has already been disabled!"
"disablemodule.no_modules_disabled","","There are no disabled modules!","There are no disabled modules!"
"general.non_existant_page","","That's a non-existant page!","That's a non-existant page!"
"disablemodule.cannot_disable","","You cannot disable this module.","You cannot disable this module."
"disablemodule.disabled","","Disabled the **[]** module","Disabled the **[]** module"
"disablemodule.re-enable","","Re-enabled the **[]** module","Re-enabled the **[]** module"
"disablemodule.no_disabled","","This module hasn't been disabled!","This module hasn't been disabled!"
"disablemodule.title","","Disabled modules | []","Disabled commands | []"
"disablemodule.already_disabled","","This module has already been disabled!","This module has already been disabled!"
"disablemodule.no_modules_disabled","","There are no disabled modules!","There are no disabled modules!"
"general.specify_valid_module","","You need to specify a valid command. Use /help for a complete list","You need to specify a valid command. Use /help for a complete list"
"general.module_disabled","","Your server administrators have chosen to disable the **[]** module in Ardent","Your server administrators have chosen to disable the **[]** module in Ardent"
"general.command_disabled","","Your server administrators have chosen to disable the **[]** command in Ardent","Your server administrators have chosen to disable the **[]** command in Ardent"
"general.error_message","","Oh no! There was an exception running your command. The error message is: []. The developers have been alerted","Oh no! There was an exception running your command. The error message is: []. The developers have been alerted"
"general.error_redirect","","To learn more, join [] and mention this error message","To learn more, join [] and mention this error message"
"error.message_send","","I was unable to send [] response to [] in **[]**","I was unable to send [] response to [] in **[]**"
"error.an_embed","","an embed","an embed"
"error.a_message","","a message","a message"
"error.channel","","this private channel","this private channel"
"error.guild","","that server","that server"
"error.cant_send_generic","","I don't have permission to send that in []!","I don't have permission to send that in []!"
"sender.choose","","Please select **OR** type the number corresponding with the choice that you'd like to select or select **X** to cancel","Please select **OR** type the number corresponding with the choice that you'd like to select or select **X** to cancel"
"sender.invalid_response","","You specified an invalid reaction or response, cancelling selection","You specified an invalid reaction or response, cancelling selection"
"sender.canceled","","You canceled this selection","You canceled this selection"
"sender.timeout","","Canceling.. You didn't respond in time! [] seconds","Canceling.. You didn't respond in time! [] seconds"
"external.timeout","","[], your external action timed out after **5** minutes","[], your external action timed out after **5** minutes"
"sender.default_role_fail","","You set up a default role in **[]** but I don't have permission to add it!","You set up a default role in **[]** but I don't have permission to add it!"
"precondition.no_permission","","You either need the `[]` permission(s) or this server's designated admin role to be able to use this command","You either need the `[]` permission(s) or this server's designated admin role to be able to use this command"
"unmute.mention","","You need to mention at least one user to unmute","You need to mention at least one user to unmute"
"unmute.unmuted","","Unmuted **[]**","Unmuted **[]**"
"unmute.no_unmute","","Couldn't unmute **[]**","Couldn't unmute **[]**"
"unmute.not_muted","","**[]** isn't muted!","**[]** isn't muted!"
"prefix.exists","","There's already a prefix by that name!","There's already a prefix by that name!"
"prefix.added","","Added **[]** to **[]**'s prefixes","Added **[]** to **[]**'s prefixes"
"prefix.not_exists","","There's **not** a prefix by that name!","There's **not** a prefix by that name!"
"prefix.need_argument","The argument is replaced with arg0","You need to include a prefix to []","You need to include a prefix to []"
"prefix.embed_title","","Prefix List | []","Prefix List | []"
"prefix.row","","**[]** > *added by [] on []","**[]** > *added by [] on []"
"prefix.removed","","Removed **[]** from **[]**'s prefixes","Removed **[]** from **[]**'s prefixes"
"precondition.bot_developer","","You need to be a bot developer to use this command!","You need to be a bot developer to use this command!"
"manage.response","","You can manage your server at []","You can manage your server at []"
"kick.mention","","You need to mention someone to kick!","You need to mention someone to kick!"
"kick.cannot_kick","","You cannot kick this user","You cannot kick this user"
"kick.response","","Successfully kicked []","Successfully kicked []"
"kick.no_permission","","Unable to kick **[]** - check my permissions?","Unable to kick **[]** - check my permissions?"
"joinmessage.jm","","join message","join message"
"leavemessage.lm","","leave message","leave message"
"joinmessage.channel","","join message channel","join message channel"
"leavemessage.channel","","leave message channel","leave message channel"
"messages.add_message","","You need to add a message","You need to add a message"
"messages.setup_warning","","You've set a message, but not specified a channel to send it to. Without one set up, your automessage won't work","You've set a message, but not specified a channel to send it to. Without one set up, your automessage won't work"
"messages.how_change","","You can change these settings. See how with []","You can change these settings. See how with []"
"messages.no_channel","","No channel has been set up","No channel has been set up"
"messages.where_send","","**Channel** to send message to:","**Channel** to send message to:"
"messages.no_message","","No message has been set up","No message has been set up"
"messages.message_heading","","**Message**:","**Message**:"
"joinmessage.view_title","","Join Message | Ardent","Join Message | Ardent"
"messages.params_explanation","","In the [], you can use the following parameters to give your server a more customized appearance.","In the [], you can use the following parameters to give your server a more customized appearance."
"messages.server_size","","replaced with the amount of users in this server","replaced with the amount of users in this server"
"messages.user_param","","mentions the user who has just joined","mentions the user who has just joined"
"messages.server_param","","replaced with the name of the server","replaced with the name of the server"
"joinmessage.params_title","","Parameters | Join Message","Parameters | Join Message"
"general.message","Used in arguments","message","message"
"leavemessage.params_title","","Parameters | Leave Message","Parameters | Leave Message"
"leavemessage.view_title","","Leave Message | Ardent","Leave Message | Ardent"
"cq.response","","Successfully cleared the queue","Successfully cleared the queue"
"goto.how","","Use this command to go to specific points in a track. For example, to go to **1 minute, 23 seconds** into a track, use */goto 1:23*","Use this command to go to specific points in a track. For example, to go to **1 minute, 23 seconds** into a track, use */goto 1:23*"
"music.no_playing","","There isn't a currently playing track!","There isn't a currently playing track!"
"goto.invalid_position","","You entered an invalid position!","You entered an invalid position!"
"goto.response","","Went to **[]** in the track","Went to **[]** in the track"
"pause.already_paused","","The player is already paused!","The player is already paused!"
"pause.response","","Paused playback","Paused playback"
"music.status_playing","","Music status: **Playing**","Music status: **Playing**"
"music.how_search","","You can search or play single tracks from Youtube or Spotify by typing */play [search or url]*.","You can search or play single tracks from Youtube or Spotify by typing */play [search or url]*."
"music.how_lucky","","Automatically play the first search result using */play lucky [search]*.","Automatically play the first search result using */play lucky [search]*."
"music.how_mymusic","","You can also type */mymusic play* to play your personal music library or */playlist [playlist id] play* to play one of your playlists.","You can also type */mymusic play* to play your personal music library or */playlist [playlist id] play* to play one of your playlists."
"music.currently_paused","","The player is currently paused","The player is currently paused"
"queue.view_online","","You can view the queue online by clicking [here]([])","You can view the queue online by clicking [here]([])"
"queue.no_songs_in_queue","","There are no songs in the queue!","There are no songs in the queue!"
"rmf.response","","Successfully removed **[]** queued tracks from **[]**","Successfully removed **[]** queued tracks from **[]**"
"repeat.response","","Added the current track to the front of the queue","Added the current track to the front of the queue"
"resume.player_not_paused","","The player isn't paused!","The player isn't paused!"
"resume.response","","Resumed playback","Resumed playback"
"save.response","","Updated your music library. Type **[]** for more information","Updated your music library. Type **[]** for more information"
"skip.response","","Skipped current track:","Skipped current track:"
"music.play_info","","**[]** by *[]* [] - added by **[]**","**[]** by *[]* [] - added by **[]**"
"songurl.response","","**[]** by **[]**: []","**[]** by **[]**: []"
"music.not_in_voice","","I'm not in a voice channel!","I'm not in a voice channel!"
"stop.response","","Destroyed the music player","Destroyed the music player"
"general.valid_percentage","","You need to specify a valid percentage!","You need to specify a valid percentage!"
"volume.response","","Successfully set Ardent volume to **[]**%","Successfully set Ardent volume to **[]**%"
"volume.info","","The volume of your server's music player is **[]**%. Change it using */volume [percent from 1 to 100 here]*","The volume of your server's music player is **[]**%. Change it using */volume [percent from 1 to 100 here]*"
"music.add_to_queue","","Adding **[]** by **[]** to the queue *[]*...","Adding **[]** by **[]** to the queue *[]*..."
"music.add_youtube_playlist","","Loading YouTube playlist **[]** *[] tracks*","Loading YouTube playlist **[]** *[] tracks*"
"music.autoplay_response","","[**Ardent Autoplay**]","[**Ardent Autoplay**]"
"music.select_song","","Select Song","Select Song"
"music.not_found_youtube","","This track wasn't found on YouTube!","This track wasn't found on YouTube!"
"error.something_went_wrong","","Something went wrong :/ **Exception**: []","Something went wrong :/ **Exception**: []"
"music.track_not_found","","I was unable to find a track with that name. Please try again with a different query","I was unable to find a track with that name. Please try again with a different query"
"music.specify_valid_spotify_track","","You need to specify a valid Spotify track!","You need to specify a valid Spotify track!"
"music.beginning_spotify_album","","Beginning track loading from Spotify album **[]**... This could take a few minutes!","Beginning track loading from Spotify album **[]**... This could take a few minutes!"
"music.invalid_spotify_album","","You provided an invalid album url!","You provided an invalid album url!"
"music.invalid_spotify_playlist","","You provided an invalid Spotify playlist url!","You provided an invalid Spotify playlist url!"
"music.beginning_spotify_playlist","","Beginning track loading from Spotify playlist **[]**... This could take a few minutes!","Beginning track loading from Spotify playlist **[]**... This could take a few minutes!"
"music.loaded_ardent_tracks","","Loaded all **[]** tracks.. Starting playback now!","Loaded all **[]** tracks.. Starting playback now!"
"autoplay.could_not_find","","Couldn't find this song in the Spotify database, no autoplay available.","Couldn't find this song in the Spotify database, no autoplay available."
"autoplay.prefix","","**[Autoplay]**","**[Autoplay]**"
"music.voice_stuck","","Oh no! My voice connection got stuck (#blamediscord) - I'll attempt to skip now now - If you encounter this repeatedly, please make me leave then rejoin the channel!","Oh no! My voice connection got stuck (#blamediscord) - I'll attempt to skip now now - If you encounter this repeatedly, please make me leave then rejoin the channel!"
"music.cannot_join_vc","","I can't join the **[]** voice channel! Reason: *[]*","I can't join the **[]** voice channel! Reason: *[]*"
"music.unable_join_vc","","Unable to join voice channel.. Are you sure you're in one?","Unable to join voice channel.. Are you sure you're in one?"
"games.already_in_game","","[], you're already in game! You can't create another game!","[], you're already in game! You can't create another game!"
"games.cancel","","Cancelling game...","Cancelling game..."
"cancel","","cancel","annuler"
"bet.how_much","","How much would you like to bet? You current have **[] gold**. Type the amount below. You can also bet a **percentage** of your net worth, e.g. *40%*","How much would you like to bet? You current have **[] gold**. Type the amount below. You can also bet a **percentage** of your net worth, e.g. *40%*"
"bet.invalid_amount","","You specified an invalid bet amount! Please retry or type `cancel` to cancel the game","You specified an invalid bet amount! Please retry or type `cancel` to cancel the game"
"bet.embed_title","","What color will the next card I draw be?","What color will the next card I draw be?"
"color.black","","Black","Black"
"color.red","","Red","Red"
"bet.go_again","","Would you like to go again? Type `yes` if so or `no` to end the game","Would you like to go again? Type `yes` if so or `no` to end the game"
"bet.end","","Ending the game and inserting data into the database..","Ending the game and inserting data into the database.."
"games.invalid_response_cancel","","Invalid response... Cancelling game now","Invalid response... Cancelling game now"
"games.invalid_response_end_game","","Invalid response... ending the game and inserting data into the database..","Invalid response... ending the game and inserting data into the database.."
"blackjack.broke_pity","","Because you were broke, the Blackjack Gods took pity on you and gave you [] gold to bet with","Because you were broke, the Blackjack Gods took pity on you and gave you [] gold to bet with"
"blackjack.how_much","","How much would you like to bet, []? You current have a balance of **[]** gold","How much would you like to bet, []? You current have a balance of **[]** gold"
"blackjack.invalid_reset","","You specified an invalid amount.. resetting the round","You specified an invalid amount.. resetting the round"
"blackjack.info","","You've been dealt 1 card. The dealer's second card is hidden. The goal is to get as close as possible to **21**. Type `hit` if you'd like to get another card or `stay` to stay at your current amount","You've been dealt 1 card. The dealer's second card is hidden. The goal is to get as close as possible to **21**. Type `hit` if you'd like to get another card or `stay` to stay at your current amount"
"blackjack.generating_dealer","","Generating dealer cards...","Generating dealer cards..."
"games.invalid_retry","","You specified an invalid response - please retry","You specified an invalid response - please retry"
"games.no_response_lost","","[], you didn't specify a response and thus lost!","[], you didn't specify a response and thus lost!"
"blackjack.view_embed_title","","Blackjack | Hand Values","Blackjack | Hand Values"
"blackjack.your_hand","","Your Hand","Your Hand"
"blackjack.dealer_hand","","Dealer's Hand","Dealer's Hand"
"money.lost_gold","","**Sorry, you lost [] gold!**","**Sorry, you lost [] gold!**"
"money.won_gold","","**Congratulations, you won [] gold!**","**Congratulations, you won [] gold!**"
"blackjack.tied","","**You tied and didn't lose the [] you bet!**","**You tied and didn't lose the [] you bet!**"
"blackjack.want_go_again","","Would you like to go again? Type `yes` if so or `no` to end the game","Would you like to go again? Type `yes` if so or `no` to end the game"
"musiclibrary.view_at","","You can view your music library at []","You can view your music library at []"
"music.specify_song","","Please specify a song link or name","Please specify a song link or name"
"musiclibrary.reset_warning","","Are you sure you want to reset your library? Type **yes** to continue","Are you sure you want to reset your library? Type **yes** to continue"
"musiclibrary.reset_success","","Successfully reset your music library","Successfully reset your music library"
"musiclibrary.reset_cancel","","**Yes** wasn't provided, so I cancelled the library reset","**Yes** wasn't provided, so I cancelled the library reset"
"musiclibrary.how_remove","","You can remove tracks at [] after signing in!","You can remove tracks at [] after signing in!"
"musiclibrary.how_add_import","","You don't have any tracks in your music library! Add some at [] or import your music library from **Spotify** with /mymusic import","You don't have any tracks in your music library! Add some at [] or import your music library from **Spotify** with /mymusic import"
"musiclibrary.loading","","Started loading **[]** tracks from your music library..","Started loading **[]** tracks from your music library.."
"musiclibrary.import_how","","To import your Spotify music library and add the tracks to your Ardent library, please login with your Spotify account using the following link: []","To import your Spotify music library and add the tracks to your Ardent library, please login with your Spotify account using the following link: []"
"musiclibrary.successful_import","","Imported **[]** tracks from your Spotify library. View here: []","Imported **[]** tracks from your Spotify library. View here: []"
"playlists.create_cancel","","Canceled playlist creation.","Canceled playlist creation."
"playlists.create_invalid_url","","You specified an invalid url. Cancelled playlist setup.","You specified an invalid url. Cancelled playlist setup."
"playlists.view_online","","View this playlist online at []","View this playlist online at []"
"playlists.create_success","","Successfully created playlist []!","Successfully created playlist []!"
"playlists.specify_youtube_playlist","","Please specify a YouTube playlist url now.","Please specify a YouTube playlist url now."
"playlists.clone_success","","Successfully cloned playlist []!","Successfully cloned playlist []!"
"playlists.invalid_playlist_try_again","","You specified an invalid playlist. Please try again","You specified an invalid playlist. Please try again"
"playlists.specify_ardent_playlist","","Please specify an Ardent playlist id or url","Please specify an Ardent playlist id or url"
"playlists.invalid_url_try_again","","You specified an invalid url. Cancelled playlist setup.","You specified an invalid url. Cancelled playlist setup."
"playlists.specify_spotify_now","","Please specify a Spotify playlist or album url now","Please specify a Spotify playlist or album url now"
"playlists.create_need_name","","You need to include a name for this playlist","You need to include a name for this playlist"
"playlists.create_what_type","","What type of playlist do you want to create?","What type of playlist do you want to create?"
"playlists.default","","Default","Default"
"playlists.link_spotify","","Link a Spotify Playlist or Album","Link a Spotify Playlist or Album"
"playlists.link_youtube","","Link a YouTube Playlist","Link a YouTube Playlist"
"playlists.clone_other","","Clone someone's playlist","Clone someone's playlist"
"playlists.cancel_deletion","","Cancelled playlist deletion..","Cancelled playlist deletion.."
"playlists.delete_success","","Deleted playlist []","Deleted playlist []"
"playlists.confirm_delete","","Are you sure you want to delete playlist []? This is irreversible","Are you sure you want to delete playlist []? This is irreversible"
"playlists.specify_valid_id","","You need to specify a valid playlist id!","You need to specify a valid playlist id!"
"playlists.delete_permission","","You need to be the owner of this playlist in order to delete it!","You need to be the owner of this playlist in order to delete it!"
"playlists.view_response","","To see track information for or modify **[]** *by []*, go to [] - id: *[]*","To see track information for or modify **[]** *by []*, go to [] - id: *[]*"
"playlists.how_play","","You can play a playlist using */playlist play [playlist id]*","You can play a playlist using */playlist play [playlist id]*"
"playlists.list_row","","ID: *[]* - Last Modified at *[]*","ID: *[]* - Last Modified at *[]*"
"playlists.no_playlists","","This user doesn't have any playlists! Create one by typing */playlist create [name]*","This user doesn't have any playlists! Create one by typing */playlist create [name]*"
"playlists.list_embed_title","","[] | Music Playlists","[] | Music Playlists"
"playlists.loading_tracks","","Loading tracks from playlist []..","Loading tracks from playlist [].."
"connect4.game_tied","","All tiles have been placed without a winner. Therefore, I choose [] as the winner! (They won't get any gold for winning this game)","All tiles have been placed without a winner. Therefore, I choose [] as the winner! (They won't get any gold for winning this game)"
"connect4.result_title","","Connect 4 | Results","Connect 4 | Results"
"connect4.winner_tied","","[] has (technically) won after a tied game, decided randomly in a coin toss","[] has (technically) won after a tied game, decided randomly in a coin toss"
"connect4.board_title","","Connect 4 Game Board","Connect 4 Game Board"
"connect4.prompt","","[], it's your turn [] - React to place your chip","[], it's your turn [] - React to place your chip"
"connect4.no_input","","No input was received from []. Retrying the round... If they don't respond this time, the game will be cancelled","No input was received from []. Retrying the round... If they don't respond this time, the game will be cancelled"
"connect4.invalid_input","","An unidentified reaction was received from []. Retrying the round... If they don't respond this time, the game will be cancelled","An unidentified reaction was received from []. Retrying the round... If they don't respond this time, the game will be cancelled"
"connect4.invalid_column","","[], you specified an invalid column: Please retry..","[], you specified an invalid column: Please retry.."
"connect4.winner_congrats","","[] has won and got **[] gold**!","[] has won and got **[] gold**!"
"slots.no_response_in_time","","You didn't respond in time, so I'll end the game now","You didn't respond in time, so I'll end the game now"
"slots.go_again","","Do you want to go again?","Do you want to go again?"
"slots.invalid_bet","","You specified an invalid bet, please retry...","You specified an invalid bet, please retry..."
"slots.how_much","","How much would you like to bet? You currently have **[]** gold","How much would you like to bet? You currently have **[]** gold"
"tictactoe.creating","","**Creating game now..**","**Creating game now..**"
"tictactoe.no_continue","","You selected not to play another game. **Cleaning up resources..**","You selected not to play another game. **Cleaning up resources..**"
"tictactoe.only_creator","","Only the creator of the game can make this selection","Only the creator of the game can make this selection"
"tictactoe.start_again","","Do you want to start another game?","Do you want to start another game?"
"tictactoe.no_input","","No input was received from []... They have **45** more seconds to play or the game will be automatically cancelled","No input was received from []... They have **45** more seconds to play or the game will be automatically cancelled"
"tictactoe.invalid_input","","[] reacted with an invalid place! They'll have **one** more try or else I'll cancel the game..","[] reacted with an invalid place! They'll have **one** more try or else I'll cancel the game.."
"tictactoe.embed_title","","Tic Tac Toe | Ardent","Tic Tac Toe | Ardent"
"tictactoe.game_tied","","Game Over! Sadly, you guys **tied** and nobody won","Game Over! Sadly, you guys **tied** and nobody won"
"tictactoe.game_over","","Game Over! The amazing [] has won!","Game Over! The amazing [] has won!"
"tictactoe.prompt","","[], you're up! Click where you want to place","[], you're up! Click where you want to place"
"games.created_private","games.created_private
","Created your game! [], use **/gameinvite @User** to invite someone to your game or **/cancel*** to cancel","Created your game! [], use **/gameinvite @User** to invite someone to your game or **/cancel*** to cancel"
"games.starting","","Starting a game of type **[]** with **[]** players ([])","Starting a game of type **[]** with **[]** players ([])"
"games.lobby_time_exceeded","","**10** minutes have passed in lobby, so I cancelled the game setup.","**10** minutes have passed in lobby, so I cancelled the game setup."
"games.lobby_embed","","[] Game Lobby","[] Game Lobby"
"games.ardent_game_engine","","Ardent Game Engine - by []","Ardent Game Engine - by []"
"games.lobby_active_time","","This lobby has been active for []","This lobby has been active for []"
"games.lobby_info","","It currently has **[]** of **[]** players required to start | []","It currently has **[]** of **[]** players required to start | []"
"games.notify_forcestart","","To start, the host can also type */forcestart*","To start, the host can also type */forcestart*"
"games.created_by","","This game was created by __[]__","This game was created by __[]__"
"games.how_join","","Join by typing **/join #[]**","Join by typing **/join #[]**"
"games.how_cancel","","You can cancel this game by typing /cancel","You can cancel this game by typing /cancel"
"games.lets_play_start","","Let's play **[]**!","Let's play **[]**!"
"games.game_canceled","","**[]** cancelled this game (likely due to no response) or the lobby was open for over 5 minutes ;(","**[]** cancelled this game (likely due to no response) or the lobby was open for over 5 minutes ;("
"games.generated_new_id","","This Game ID has already been inserted into the database. Your new Game ID is **[]**","This Game ID has already been inserted into the database. Your new Game ID is **[]**"
